"search_key","document_id","source_type","source_id","warning_light_id","warning_light_name","make","model","model_year","component_category","severity","recommended_service_type","content","source_url","image_path","review_status"
recall-RC0080,recall:RC0080,NHTSA_RECALLS_API,RC0080,WL064,Auto windshield wiping,Ford,Escape,2021,VISIBILITY_SENSORS_WIPERS,SERVICE_SOON,RAIN_SENSOR_WIPER_SYSTEM_CHECK,"Recall record RC0080. Campaign 26V117000. Vehicle: Ford Escape 2021. Component: VISIBILITY:WINDSHIELD WIPER/WASHER:MOTOR. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2022 Explorer, Escape, Lincoln Aviator, and Lincoln Corsair vehicles. The windshield wiper motor may fail and prevent the windshield wipers from operating properly. Consequence: Windshield wipers that fail to operate properly can reduce visibility, increasing the risk of a crash. Remedy: Dealers will inspect and replace the front wiper motors as necessary, free of charge. Interim letters, notifying owners of the safety risk, were mailed April 2, 2026. Additional letters will be sent once the final remedy is available, anticipated in May 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S14. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on March 4, 2026. Related warning light: WL064 (Auto windshield wiping). Recommended service route: rain_sensor_wiper_system_check.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0081,recall:RC0081,NHTSA_RECALLS_API,RC0081,WL033,Parking assist,Ford,Escape,2021,PARKING_ASSIST_CAMERA,SERVICE_SOON,PARKING_ASSIST_SENSOR_CHECK,"Recall record RC0081. Campaign 26V123000. Vehicle: Ford Escape 2021. Component: BACK OVER PREVENTION:SOFTWARE. Defect summary: Ford Motor Company (Ford) is recalling certain 2020-2022 Escape, Lincoln Corsair, 2020-2024 Lincoln Aviator, and Explorer vehicles. The image on the center display may flip or invert, resulting in an incorrectly displayed rearview image when the vehicle is placed in reverse. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility."" Consequence: An incorrectly displayed rearview image can reduce the driverΓÇÖs view behind the vehicle, increasing the risk of a crash. Remedy: The remedy is currently under development. Interim letters, notifying owners of the safety risk, were mailed April 6, 2026. Additional letters will be sent once the final remedy is available, anticipated second quarter of 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26C11. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on March 5, 2026. Related warning light: WL033 (Parking assist). Recommended service route: parking_assist_sensor_check.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=Escape&modelYear=2021,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0082,recall:RC0082,NHTSA_RECALLS_API,RC0082,WL023,Exterior light faults,Ford,F-150,2018,EXTERIOR_LIGHTING,SERVICE_SOON,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Recall record RC0082. Campaign 20V097000. Vehicle: Ford F-150 2018. Component: EXTERIOR LIGHTING:HEADLIGHTS. Defect summary: Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 trucks equipped with high series LED headlamps with Autolamp (On/Off) functionality. The Daytime Running Lamps (DRL) may remain activated instead of dimming to parking lamps when the Master Lighting Switch (MLS) is manually rotated from the ""Autolamps"" switch position to ""Headlamps On."" As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices and Associated Equipment."" Consequence: DRL that cannot dim may reduce the visibility of other drivers, increasing the risk of a crash. Remedy: Ford will notify owners, and dealers will reprogram the body control module, free of charge. The recall began March 10, 2020. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 20C03. Related warning light: WL023 (Exterior light faults). Recommended service route: exterior_lighting_check_or_repair.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0083,recall:RC0083,NHTSA_RECALLS_API,RC0083,WL059,Boot open,Ford,F-150,2018,BODY_CLOSURES,SERVICE_SOON,TRUNK_LATCH_SENSOR_INSPECTION,"Recall record RC0083. Campaign 21V983000. Vehicle: Ford F-150 2018. Component: LATCHES/LOCKS/LINKAGES:TAILGATE:LATCH. Defect summary: Ford Motor Company (Ford) is recalling certain 2018 F-150 vehicles with manual and power release tailgates. The tailgate latches may unlatch unexpectedly while driving. Consequence: Unexpected tailgate opening may allow unrestrained cargo to fall out of the truck bed and become a road hazard, increasing the risk of a crash. Remedy: Dealers will replace the left-hand and right-hand tailgate latches, free of charge. An interim notification letter was mailed January 31, 2022. Owner notification letters were mailed on May 31, 2022. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 21S53. Related warning light: WL059 (Boot open). Recommended service route: trunk_latch_sensor_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0084,recall:RC0084,NHTSA_RECALLS_API,RC0084,WL021,Tyre pressure low,Ford,F-150,2018,TIRES_WHEELS,SERVICE_SOON,TIRE_PRESSURE_AND_TIRE_INSPECTION,"Recall record RC0084. Campaign 21V155000. Vehicle: Ford F-150 2018. Component: TIRES. Defect summary: Ford Motor Company (Ford) is recalling certain 2018 F-150, 2018-2020 F-250, F-350, and 2019 Escape vehicles equipped with Continental tires. On the affected vehicles, it is possible that one or more tires were cured for too long during tire production. Consequence: Over cured tires may develop a break in the sidewall, resulting in sudden air loss or belt edge separation which could lead to tread/belt loss. Either condition can cause a loss of vehicle control, increasing the risk of a crash. Remedy: Ford will notify owners, and dealers will inspect the tires, and replace them as necessary, free of charge. The recall began on March 27, 2021. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 21S10. Related warning light: WL021 (Tyre pressure low). Recommended service route: tire_pressure_and_tire_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0085,recall:RC0085,NHTSA_RECALLS_API,RC0085,WL059,Boot open,Ford,F-150,2018,BODY_CLOSURES,SERVICE_SOON,TRUNK_LATCH_SENSOR_INSPECTION,"Recall record RC0085. Campaign 21E027000. Vehicle: Ford F-150 2018. Component: SUSPENSION:FRONT:CONTROL ARM:UPPER BALL JOINT. Defect summary: Tenneco Automotive (DRiV) is recalling certain MOOG K500359 ball joints, for aftermarket installation on 2015-2018 Ford F-150 trucks. The ball joint may have a misaligned dust boot and may be missing alignment hole and installation warning tag, which may lead to improper alignment of the ball joint. Consequence: An incorrectly installed ball joint may cause the ball joint stud to break, which can compromise front wheel control, increasing the risk of a crash. Remedy: DRiV will notify owners, and dealers will inspect, and if necessary replace the ball joint, free of charge. Owner letters were mailed May 5, 2021. Owners may contact Tenneco Automotive customer service at 1-877-489-6659. Related warning light: WL059 (Boot open). Recommended service route: trunk_latch_sensor_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0086,recall:RC0086,NHTSA_RECALLS_API,RC0086,WL062,Engine/emissions warning,Ford,F-150,2018,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0086. Campaign 18V894000. Vehicle: Ford F-150 2018. Component: ENGINE. Defect summary: Ford Motor Company (Ford) is recalling certain 2015-2019 Ford F-150 and 2017-2019 Ford F-250 Super Duty, F-350 Super Duty, F-450 Super Duty, and F-550 Super Duty pick-up trucks equipped with an engine block heater. Water and contaminants may get into the block heater cable's splice connector causing corrosion and damage. Consequence: When the heater is plugged in, prolonged corrosion could cause a resistive short, increasing the risk of overheated or melted wiring which can increase the risk of a fire. Remedy: Ford will notify owners, and dealers will disable the block heater cable, free of charge. Once parts are available, Dealers will replace the engine block heater cable, free of charge. The recall began June 3, 2019. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 18S45. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0087,recall:RC0087,NHTSA_RECALLS_API,RC0087,WL062,Engine/emissions warning,Ford,F-150,2018,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0087. Campaign 18V392000. Vehicle: Ford F-150 2018. Component: FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP. Defect summary: Ford Motor Company (Ford) is recalling certain 2018 Ford Expedition, F-150, and Lincoln Navigator vehicles equipped with 3.5L GTDI V6 engines. These vehicles have high pressure fuel pump assemblies with welds that can fracture, which may cause an oil or fuel leak. Consequence: A fuel leak in the presence of an ignition source may increase the risk of a fire. Remedy: Ford will notify owners, and dealers will replace the high pressure fuel pump and associated components, free of charge. The recall began July 17, 2018. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 18S17. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0088,recall:RC0088,NHTSA_RECALLS_API,RC0088,WL043,Fault problems,Ford,F-150,2018,MULTI_SYSTEM,CONTEXT_DEPENDENT,MULTI_POINT_WARNING_DIAGNOSTIC,"Recall record RC0088. Campaign 19V633000. Vehicle: Ford F-150 2018. Component: SEATS:FRONT ASSEMBLY:RECLINER. Defect summary: Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 and 2019-2020 F-250, F-350, F-450, and F-550 Super Duty pickup trucks, and 2018-2019 Ford Explorer, 2019-2020 Expedition, and 2020 Escape vehicles equipped with driver and/or passenger's manual front seat back recliner mechanisms. Also included are certain 2020 Ford Explorer and Lincoln Aviator vehicles equipped with rear outboard seats and manual seat back recliner mechanisms. The recliner mechanisms may be missing the third pawl required for seat back strength, resulting in a loose seat back. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 202, ""Head Restraints"" and 207, ""Seating Systems."" Consequence: A seat back with an improperly assembled recliner mechanism may have reduced strength and may not adequately restrain an occupant in a crash, increasing the risk of injury. Remedy: Ford will notify owners, and Ford and Lincoln dealers will inspect the seat structure and replace them, as necessary, free of charge. The recall began October 21, 2019. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 19C07. Related warning light: WL043 (Fault problems). Recommended service route: multi_point_warning_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0089,recall:RC0089,NHTSA_RECALLS_API,RC0089,WL062,Engine/emissions warning,Ford,F-150,2018,ENGINE_EMISSIONS,SERVICE_SOON_TO_URGENT,ENGINE_EMISSIONS_DIAGNOSTIC,"Recall record RC0089. Campaign 19V278000. Vehicle: Ford F-150 2018. Component: ENGINE. Defect summary: Ford Motor Company (Ford) is recalling certain 2015-2019 Ford F-150 and 2017-2019 Ford F-250 Super Duty, F-350 Super Duty, F-450 Super Duty, and F-550 Super Duty pick-up trucks equipped with an engine block heater and previously remedied under recall 18V894. During the previous repair, the block heater cable's splice connector may have been damaged. Consequence: A damaged cable could cause a resistive short, increasing the risk of overheated or melted wiring, increasing the risk of a fire. Remedy: Ford will notify owners, and dealers will disable the engine block heater from being used. When replacement cables become available, a second notice will be mailed and dealers will replace the engine block heater cord, free of charge. The recall began May 31, 2019. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 19S11. Related warning light: WL062 (Engine/emissions warning). Recommended service route: engine_emissions_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0090,recall:RC0090,NHTSA_RECALLS_API,RC0090,WL030,Seat belt not on,Ford,F-150,2018,SEAT_BELT_SAFETY,URGENT_SERVICE,SEAT_BELT_SENSOR_INSPECTION,"Recall record RC0090. Campaign 18V568000. Vehicle: Ford F-150 2018. Component: SEAT BELTS:PRETENSIONER. Defect summary: Ford Motor Company (Ford) is recalling certain 2015-2018 Ford F-150 Regular Cab and SuperCrew Cab vehicles. If a front seat belt pretensioner deploys as the result of a crash, the sparks may ignite materials such as carpeting or insulation within the B-pillar area. Consequence: A vehicle fire could result if materials ignite inside the vehicle. Remedy: Ford will notify owners, and dealers will remove the B-pillar insulation material and wiring harness tape, and install heat resistant tape, free of charge. The recall began September 28, 2018. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 18S27. Related warning light: WL030 (Seat belt not on). Recommended service route: seat_belt_sensor_inspection.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
recall-RC0091,recall:RC0091,NHTSA_RECALLS_API,RC0091,WL054,Automatic gearbox warning,Ford,F-150,2018,TRANSMISSION_POWERTRAIN,URGENT_SERVICE,TRANSMISSION_POWERTRAIN_DIAGNOSTIC,"Recall record RC0091. Campaign 18V213000. Vehicle: Ford F-150 2018. Component: POWER TRAIN:AUTOMATIC TRANSMISSION. Defect summary: Ford Motor Company (Ford) is recalling certain 2017-2018 Ford F-150 and 2018 Ford Expedition and Mustang and Lincoln Navigator vehicles equipped with 10-speed automatic transmissions. A roll pin may not have been installed in the transmission, potentially causing a loss of the ""Park"" function. Consequence: Despite the transmission shift lever being placed in 'Park' and the instrument panel display indicating 'Park,' the vehicle may roll away after it has been exited if the parking brake has not been applied, increasing the risk of injury or a crash. Remedy: Ford will notify owners, and dealers will inspect the transmission to make sure it has the roll pin, installing one if it is missing, free of charge. The recall began on April 13, 2018. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 18S09. Related warning light: WL054 (Automatic gearbox warning). Recommended service route: transmission_powertrain_diagnostic.",https://api.nhtsa.gov/recalls/recallsByVehicle?make=Ford&model=F-150&modelYear=2018,,"API_COLLECTED_VERIFY_CAMPAIGN_APPLICABILITY_WITH_VIN_OR_NHTSA"
